datetime,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),Rainfall,Boiling Point,latitude,longitude
2019-09-24 00:00:00,11.5,36.25,8.68,26.92,21.38,47.77,5.57,0.52,25.6,90.0,0.72,153.5,27.75,24.82,0.0,702.0,23.2599,77.4126
2019-09-24 01:00:00,9.25,28.5,7.83,20.4,17.22,50.92,3.85,0.48,33.9,90.25,0.42,108.5,27.75,24.43,0.0,701.25,23.2599,77.4126
2019-09-24 02:00:00,6.5,22.0,7.88,18.15,16.02,52.45,3.88,0.51,36.35,90.25,0.62,107.25,27.5,24.4,0.0,701.0,23.2599,77.4126
2019-09-24 03:00:00,6.5,28.0,8.48,18.7,16.82,51.32,4.15,0.47,30.2,91.0,0.82,147.25,26.5,24.42,0.0,701.0,23.2599,77.4126
2019-09-24 04:00:00,11.0,30.75,8.02,18.4,16.3,51.77,4.53,0.63,33.38,91.0,0.72,106.5,26.25,24.35,0.0,701.0,23.2599,77.4126
2019-09-24 05:00:00,11.5,14.75,8.12,16.12,15.18,51.17,3.55,0.57,39.1,91.25,0.9,195.25,24.75,24.35,0.0,701.0,23.2599,77.4126
2019-09-24 06:00:00,13.5,28.0,8.53,20.4,17.77,49.55,3.58,0.8,34.55,90.0,0.73,147.25,25.5,24.68,0.0,701.75,23.2599,77.4126
2019-09-24 07:00:00,14.75,43.5,9.33,24.15,20.45,47.15,3.48,0.85,32.5,90.0,0.93,152.75,34.75,24.7,0.0,702.5,23.2599,77.4126
2019-09-24 08:00:00,16.25,55.0,12.15,27.93,24.73,43.83,4.28,0.99,31.38,87.25,0.78,125.5,155.0,25.45,0.0,703.25,23.2599,77.4126
2019-09-24 09:00:00,23.0,80.0,10.75,25.88,22.5,45.7,4.0,1.04,41.83,82.0,0.85,146.25,366.5,26.82,0.0,704.0,23.2599,77.4126
2019-09-24 10:00:00,22.0,62.75,10.67,27.8,23.52,44.38,4.95,1.09,43.88,78.0,0.72,161.0,324.75,27.63,0.0,704.0,23.2599,77.4126
2019-09-24 11:00:00,19.0,55.25,11.5,29.27,24.95,42.9,4.75,1.17,50.05,74.75,0.88,114.25,383.25,28.58,0.0,703.0,23.2599,77.4126
2019-09-24 12:00:00,19.75,52.25,9.73,25.8,21.63,42.33,4.4,1.07,64.92,70.5,0.65,136.5,412.25,29.7,0.0,701.75,23.2599,77.4126
2019-09-24 13:00:00,22.0,56.5,7.7,24.02,19.02,33.75,5.58,1.49,71.15,65.25,0.97,161.5,468.0,30.93,0.0,700.75,23.2599,77.4126
2019-09-24 14:00:00,21.75,76.0,7.85,24.72,19.52,23.27,5.93,1.48,60.48,64.75,1.38,190.25,471.5,31.05,0.0,700.0,23.2599,77.4126
2019-09-24 15:00:00,20.25,73.25,7.5,24.02,18.88,18.88,6.2,1.42,60.23,61.75,1.32,187.25,438.25,31.85,0.0,700.0,23.2599,77.4126
2019-09-24 16:00:00,19.75,67.5,9.12,31.5,24.18,22.62,6.1,1.57,52.65,63.25,1.25,176.25,369.75,31.7,0.0,700.0,23.2599,77.4126
2019-09-24 17:00:00,24.5,77.0,11.57,40.33,30.9,20.55,5.2,1.91,33.2,70.75,0.9,121.5,31.25,29.73,0.0,700.0,23.2599,77.4126
2019-09-24 18:00:00,23.75,78.75,9.58,34.68,26.23,28.6,3.4,1.54,33.75,77.0,0.95,146.25,28.5,28.07,0.0,700.5,23.2599,77.4126
2019-09-24 19:00:00,25.5,64.25,11.35,45.62,33.52,30.25,5.45,1.83,23.28,80.0,0.68,152.25,27.5,26.4,0.0,701.0,23.2599,77.4126
2019-09-24 20:00:00,24.25,63.25,13.65,53.23,39.4,31.98,8.3,1.89,15.03,82.0,0.6,145.25,27.0,26.0,0.0,701.75,23.2599,77.4126
2019-09-24 21:00:00,24.0,76.5,12.05,38.73,30.4,44.2,7.8,1.73,29.33,82.0,0.72,111.0,26.5,25.85,0.0,702.0,23.2599,77.4126
2019-09-24 22:00:00,19.5,71.75,9.5,33.25,25.4,50.95,5.28,1.57,29.92,85.25,0.5,129.0,27.25,25.43,0.0,702.0,23.2599,77.4126
2019-09-24 23:00:00,15.25,54.75,9.7,32.15,24.97,54.4,5.63,1.37,28.37,87.5,0.6,164.75,29.5,25.12,0.0,702.0,23.2599,77.4126
2019-09-25 00:00:00,15.75,57.5,9.38,24.73,20.83,59.37,7.03,0.53,32.65,88.75,0.65,146.25,26.25,24.98,0.0,701.25,23.2599,77.4126
2019-09-25 01:00:00,14.0,48.75,8.52,20.12,17.62,62.95,6.53,0.48,37.8,89.0,0.65,103.75,28.0,24.85,0.0,701.0,23.2599,77.4126
2019-09-25 02:00:00,14.0,43.75,8.6,16.23,15.6,64.98,6.78,0.48,33.45,90.0,0.57,108.5,26.5,25.02,0.0,700.25,23.2599,77.4126
2019-09-25 03:00:00,22.25,38.5,8.8,15.55,15.4,66.38,5.98,0.55,33.9,90.75,0.97,138.0,28.75,25.25,0.0,700.0,23.2599,77.4126
2019-09-25 04:00:00,20.75,35.75,8.85,14.62,14.95,66.75,5.9,0.56,36.3,91.0,1.18,135.75,28.5,25.38,0.0,700.25,23.2599,77.4126
2019-09-25 05:00:00,22.75,44.0,9.25,15.3,15.65,64.8,5.45,0.56,35.77,91.0,1.0,119.75,26.5,25.52,0.0,701.0,23.2599,77.4126
2019-09-25 06:00:00,24.0,53.0,9.45,15.93,16.18,64.62,5.95,0.76,34.02,91.0,1.08,112.0,26.75,25.58,0.0,701.75,23.2599,77.4126
2019-09-25 07:00:00,29.5,56.0,10.18,19.6,18.73,61.85,6.83,0.77,29.3,90.0,0.9,150.75,50.0,25.85,0.0,702.5,23.2599,77.4126
2019-09-25 08:00:00,28.25,61.75,10.15,18.35,18.02,62.6,7.35,0.9,35.42,86.5,1.12,127.5,167.5,26.68,0.0,703.0,23.2599,77.4126
2019-09-25 09:00:00,27.25,53.25,12.1,21.35,21.2,58.23,7.57,0.92,34.83,82.5,0.93,145.5,221.25,27.52,0.0,704.0,23.2599,77.4126
2019-09-25 10:00:00,24.75,61.5,14.28,29.1,27.1,48.4,10.32,1.37,30.0,81.75,0.85,152.25,230.25,27.8,0.0,704.0,23.2599,77.4126
2019-09-25 11:00:00,30.75,72.5,12.03,27.2,24.25,42.2,11.2,1.35,40.4,77.75,0.98,139.25,399.25,28.82,0.0,703.0,23.2599,77.4126
2019-09-25 12:00:00,23.0,61.5,10.03,22.45,20.1,38.25,11.9,1.17,50.95,70.75,0.82,126.75,418.25,30.12,0.0,702.0,23.2599,77.4126
2019-09-25 13:00:00,18.5,50.25,7.7,22.5,18.22,32.52,11.4,1.11,55.27,68.25,0.7,136.5,425.5,30.88,0.0,701.0,23.2599,77.4126
2019-09-25 14:00:00,14.0,48.0,8.6,26.68,21.18,27.12,10.58,1.24,46.6,76.0,1.43,138.5,272.0,28.05,0.0,700.25,23.2599,77.4126
2019-09-25 15:00:00,15.0,51.5,10.03,31.83,25.05,23.85,9.4,1.51,57.17,68.25,1.18,157.25,451.0,29.27,0.0,700.0,23.2599,77.4126
2019-09-25 16:00:00,19.0,67.5,11.3,38.57,29.73,21.6,9.05,1.59,48.65,68.25,1.18,155.25,398.25,30.43,0.0,700.0,23.2599,77.4126
2019-09-25 17:00:00,20.25,76.25,8.3,30.2,22.83,26.62,9.7,1.36,42.73,71.5,0.82,118.0,171.75,29.83,0.0,700.5,23.2599,77.4126
2019-09-25 18:00:00,14.0,46.75,10.35,38.45,28.85,24.85,7.7,1.33,40.82,86.25,1.12,130.5,28.5,24.38,3.42,701.75,23.2599,77.4126
2019-09-25 19:00:00,14.5,30.25,28.85,65.65,58.35,16.87,7.4,2.23,14.47,90.5,0.68,165.0,27.75,24.05,0.17,701.75,23.2599,77.4126
2019-09-25 20:00:00,24.75,36.25,10.88,51.25,36.1,35.65,7.62,1.67,25.0,90.75,0.5,135.75,28.75,24.3,0.1,702.75,23.2599,77.4126
2019-09-25 21:00:00,22.0,32.0,11.35,51.12,36.45,40.03,7.05,1.53,22.35,90.5,0.6,161.0,30.5,24.35,0.1,704.0,23.2599,77.4126
2019-09-25 22:00:00,15.5,25.25,9.05,41.15,29.2,48.08,6.45,1.36,27.93,90.25,0.62,166.25,30.5,24.45,0.0,704.0,23.2599,77.4126
2019-09-25 23:00:00,13.75,22.5,8.32,30.52,23.0,54.83,7.63,1.3,36.95,90.0,0.65,156.75,26.25,24.6,0.0,703.75,23.2599,77.4126
2019-09-26 00:00:00,14.5,22.75,8.78,27.8,21.9,56.27,9.0,0.51,27.52,90.25,0.7,151.0,25.25,24.78,0.0,703.0,23.2599,77.4126
2019-09-26 01:00:00,19.25,32.5,10.82,35.6,27.73,55.2,14.53,0.55,13.32,91.75,0.7,157.0,27.75,24.48,0.0,703.0,23.2599,77.4126
2019-09-26 02:00:00,17.5,40.75,9.9,25.77,21.77,61.1,9.15,0.38,25.12,92.75,0.62,150.5,29.5,24.4,0.0,702.25,23.2599,77.4126
2019-09-26 03:00:00,9.5,24.5,8.85,17.65,16.58,65.2,8.75,0.36,28.12,92.5,0.88,163.0,29.75,24.4,0.0,702.0,23.2599,77.4126
2019-09-26 04:00:00,8.25,24.5,8.93,15.62,15.57,65.9,9.5,0.33,29.3,92.0,0.68,157.5,27.5,24.35,0.0,702.25,23.2599,77.4126
2019-09-26 05:00:00,10.0,29.75,9.5,16.5,16.5,67.4,11.8,0.46,25.62,92.0,0.53,150.5,29.0,24.35,0.0,703.0,23.2599,77.4126
2019-09-26 06:00:00,14.0,30.25,9.97,18.27,17.88,66.95,10.12,0.52,24.32,91.0,0.93,162.75,30.25,24.45,0.0,703.5,23.2599,77.4126
2019-09-26 07:00:00,17.5,26.0,11.18,19.98,19.7,65.45,9.68,0.59,25.27,89.0,1.07,165.0,119.0,25.08,0.0,704.0,23.2599,77.4126
2019-09-26 08:00:00,18.0,27.75,10.77,18.52,18.6,66.45,9.07,0.58,30.07,87.75,1.12,168.0,150.25,25.57,0.0,705.0,23.2599,77.4126
2019-09-26 09:00:00,15.5,26.5,12.97,18.98,20.62,64.05,8.5,0.72,33.15,83.5,0.82,146.75,322.25,26.95,0.0,705.0,23.2599,77.4126
2019-09-26 10:00:00,16.0,32.0,9.72,13.93,15.32,56.52,8.8,0.7,49.33,76.0,0.9,174.0,353.25,28.5,0.25,705.0,23.2599,77.4126
2019-09-26 11:00:00,14.75,29.0,14.32,27.92,26.52,38.7,9.23,1.11,31.8,87.0,0.6,161.5,293.75,26.55,0.55,704.75,23.2599,77.4126
2019-09-26 12:00:00,18.5,33.5,10.03,21.85,19.77,41.88,9.03,0.87,41.95,85.25,0.75,164.5,330.5,27.15,0.17,704.0,23.2599,77.4126
2019-09-26 13:00:00,12.75,19.0,12.18,21.75,21.48,37.15,9.3,1.1,47.75,77.0,0.6,199.25,474.75,29.07,0.0,703.0,23.2599,77.4126
2019-09-26 14:00:00,10.0,18.75,9.58,24.65,20.88,28.58,9.75,1.23,50.55,73.25,0.62,246.0,345.0,29.45,0.0,702.0,23.2599,77.4126
2019-09-26 15:00:00,12.5,24.75,5.95,20.82,15.95,31.57,9.62,0.78,42.33,88.25,1.1,172.0,26.75,25.65,1.6,702.0,23.2599,77.4126
2019-09-26 16:00:00,10.5,18.0,6.05,20.07,15.6,32.78,8.8,0.89,40.97,91.25,0.75,168.75,69.25,24.95,0.12,702.0,23.2599,77.4126
2019-09-26 17:00:00,9.75,19.75,5.95,23.73,17.45,33.07,8.62,1.06,35.53,90.0,0.55,159.75,64.5,25.5,0.0,702.0,23.2599,77.4126
2019-09-26 18:00:00,16.75,31.0,37.9,50.65,57.78,9.37,7.95,2.44,6.52,91.75,0.38,156.25,28.75,25.3,0.0,702.75,23.2599,77.4126
2019-09-26 19:00:00,32.5,49.75,45.6,56.97,67.4,9.77,7.7,2.67,2.0,92.0,0.35,142.75,29.75,25.33,0.0,703.5,23.2599,77.4126
2019-09-26 20:00:00,37.5,54.75,51.4,57.68,72.42,17.57,8.03,2.8,13.97,93.0,0.73,158.0,29.5,25.35,0.0,704.0,23.2599,77.4126
2019-09-26 21:00:00,36.5,59.0,22.38,45.5,42.38,47.48,7.62,1.82,7.93,93.0,0.83,162.25,31.25,25.23,0.0,704.5,23.2599,77.4126
2019-09-26 22:00:00,27.25,54.5,12.9,40.38,31.95,57.02,11.35,1.39,7.43,93.0,0.8,162.25,29.25,25.18,0.0,705.0,23.2599,77.4126
2019-09-26 23:00:00,24.0,78.75,14.57,38.7,32.45,57.5,16.37,1.38,5.3,93.0,0.65,157.5,30.5,25.17,0.0,704.75,23.2599,77.4126
2019-09-27 00:00:00,28.75,77.5,12.7,32.1,27.4,62.6,11.95,0.76,6.97,93.0,0.75,161.0,27.5,25.0,0.0,704.0,23.2599,77.4126
2019-09-27 01:00:00,25.25,56.5,11.62,31.3,26.07,62.97,9.7,0.59,9.6,93.0,0.7,159.5,29.0,24.8,0.0,704.0,23.2599,77.4126
2019-09-27 02:00:00,26.0,54.5,11.1,27.68,23.78,64.72,13.47,0.64,8.85,93.25,0.57,155.5,30.0,24.5,0.0,703.25,23.2599,77.4126
2019-09-27 03:00:00,24.5,59.0,10.6,24.25,21.5,66.33,14.98,0.53,15.3,94.0,1.1,164.0,27.0,24.5,0.0,703.0,23.2599,77.4126
2019-09-27 04:00:00,18.0,43.0,10.73,15.27,16.82,67.88,9.85,0.47,24.27,93.25,1.1,166.0,30.5,24.5,0.0,703.0,23.2599,77.4126
2019-09-27 05:00:00,10.75,20.75,9.95,12.2,14.57,68.62,7.65,0.5,24.77,93.0,1.12,167.5,27.5,24.5,0.0,704.0,23.2599,77.4126
2019-09-27 06:00:00,7.0,17.0,10.03,13.62,15.38,67.05,7.2,0.54,24.77,92.0,1.05,166.0,30.5,24.6,0.0,704.5,23.2599,77.4126
2019-09-27 07:00:00,7.25,16.5,11.15,17.45,18.35,65.02,7.5,0.66,22.0,90.25,1.0,164.5,146.5,25.2,0.0,705.25,23.2599,77.4126
2019-09-27 08:00:00,7.25,14.25,11.3,15.55,17.5,64.03,7.22,0.6,27.37,87.0,1.3,169.0,262.5,26.1,0.0,706.0,23.2599,77.4126
2019-09-27 09:00:00,5.25,13.0,10.85,14.38,16.42,63.0,8.5,0.61,33.05,86.75,1.07,182.5,312.0,26.4,0.0,706.0,23.2599,77.4126
2019-09-27 10:00:00,7.5,17.25,9.75,14.33,15.53,53.62,8.12,0.82,32.77,88.25,1.23,183.75,182.0,25.88,1.8,706.0,23.2599,77.4126
2019-09-27 11:00:00,11.75,19.0,8.62,12.05,13.38,46.1,7.83,0.88,39.8,91.25,1.35,175.5,356.5,25.38,0.17,705.25,23.2599,77.4126
2019-09-27 12:00:00,10.25,14.25,8.38,12.1,13.25,39.08,7.65,0.81,42.42,80.25,1.35,187.0,484.0,28.52,0.0,703.75,23.2599,77.4126
2019-09-27 13:00:00,8.0,20.5,6.17,9.65,10.12,34.4,8.23,0.77,48.5,73.75,1.48,186.5,453.5,29.7,0.0,702.5,23.2599,77.4126
2019-09-27 14:00:00,7.5,28.0,6.88,13.7,12.88,28.97,8.6,0.93,44.4,72.75,0.83,197.0,360.75,29.82,0.0,702.0,23.2599,77.4126
2019-09-27 15:00:00,5.5,29.25,6.47,17.03,14.3,26.62,10.3,1.08,42.35,74.0,0.75,223.25,310.5,29.2,0.0,701.25,23.2599,77.4126
2019-09-27 16:00:00,5.5,36.5,8.8,25.52,20.73,27.85,10.75,1.18,36.55,77.0,0.5,197.75,58.5,28.48,0.0,702.0,23.2599,77.4126
2019-09-27 17:00:00,10.5,44.25,7.57,20.3,16.95,31.0,10.03,0.97,36.83,86.0,1.25,193.0,26.25,25.98,8.0,702.25,23.2599,77.4126
2019-09-27 18:00:00,12.75,34.25,11.22,37.62,29.12,22.98,9.75,1.46,25.0,92.75,0.43,203.5,28.25,23.62,0.85,702.75,23.2599,77.4126
2019-09-27 19:00:00,14.5,26.0,7.78,30.3,22.48,36.12,9.25,1.14,36.27,93.0,0.68,214.5,31.5,23.9,1.07,703.75,23.2599,77.4126
2019-09-27 20:00:00,12.0,16.0,8.55,25.35,20.42,43.3,8.53,1.06,36.0,93.0,0.52,210.0,31.0,24.1,1.15,704.0,23.2599,77.4126
2019-09-27 21:00:00,8.25,12.0,7.05,17.02,14.78,51.2,8.9,0.89,41.7,93.0,0.77,179.0,29.75,23.83,0.17,704.0,23.2599,77.4126
2019-09-27 22:00:00,5.5,9.0,7.72,16.4,15.0,52.55,8.7,0.88,42.82,93.0,0.8,179.75,31.0,23.58,0.05,704.0,23.2599,77.4126
2019-09-27 23:00:00,3.5,9.0,7.22,13.78,13.2,55.05,8.63,0.87,45.18,93.75,0.65,183.0,30.75,23.58,0.0,703.75,23.2599,77.4126
2019-09-28 00:00:00,1.75,8.5,7.53,11.88,12.45,56.52,5.98,0.3,47.35,93.25,0.88,194.25,30.75,23.7,0.0,703.0,23.2599,77.4126
2019-09-28 01:00:00,1.25,7.25,7.15,10.45,11.38,57.25,5.7,0.3,45.27,93.0,0.85,195.0,30.5,23.8,0.0,703.0,23.2599,77.4126
2019-09-28 02:00:00,2.0,7.5,7.57,11.12,12.07,57.15,5.58,0.33,42.12,93.0,0.8,189.25,30.75,23.9,0.0,702.5,23.2599,77.4126
2019-09-28 03:00:00,2.0,5.5,7.75,10.6,11.95,58.13,5.17,0.36,40.9,92.75,0.88,221.0,29.0,23.9,0.0,702.0,23.2599,77.4126
2019-09-28 04:00:00,2.0,4.0,7.5,10.05,11.45,58.23,7.03,0.35,43.55,92.0,1.05,212.75,29.5,23.9,0.05,702.0,23.2599,77.4126
2019-09-28 05:00:00,2.0,3.25,7.83,10.25,11.8,58.38,6.48,0.4,42.75,92.0,0.97,227.0,29.75,23.88,0.0,702.75,23.2599,77.4126
2019-09-28 06:00:00,2.0,1.75,7.45,12.05,12.45,57.95,6.97,0.42,39.77,91.25,0.88,219.0,37.5,23.92,0.0,703.0,23.2599,77.4126
2019-09-28 07:00:00,2.0,5.0,8.1,12.88,13.4,58.02,6.7,0.46,36.55,88.75,0.77,199.0,188.75,24.8,0.0,703.5,23.2599,77.4126
2019-09-28 08:00:00,1.75,8.75,8.57,13.5,14.12,58.33,5.6,0.5,37.35,84.75,1.15,211.0,258.5,25.52,0.0,704.0,23.2599,77.4126
2019-09-28 09:00:00,1.0,13.0,9.27,13.72,14.85,55.85,6.0,0.49,36.15,82.5,1.18,219.0,295.75,26.0,0.0,704.0,23.2599,77.4126
2019-09-28 10:00:00,1.5,20.0,9.45,13.5,14.85,50.57,6.65,0.58,39.5,78.25,1.3,223.25,411.5,27.02,0.0,704.0,23.2599,77.4126
2019-09-28 11:00:00,2.75,24.25,8.68,13.65,14.28,42.15,6.22,0.6,36.1,78.75,1.4,227.5,316.75,26.57,0.0,703.75,23.2599,77.4126
2019-09-28 12:00:00,2.5,25.25,9.03,14.58,15.1,37.97,6.35,0.72,32.32,82.25,1.18,228.0,392.0,26.58,0.0,702.75,23.2599,77.4126
2019-09-28 13:00:00,3.25,17.5,8.05,12.28,13.12,34.15,7.23,0.59,39.55,74.5,1.5,222.0,458.25,28.38,0.0,701.5,23.2599,77.4126
2019-09-28 14:00:00,1.0,18.5,7.02,12.03,12.12,33.25,7.07,0.56,45.9,68.5,1.55,229.5,474.25,29.35,0.0,700.25,23.2599,77.4126
2019-09-28 15:00:00,3.0,19.0,7.22,14.28,13.47,27.62,7.2,0.63,42.83,68.0,1.2,228.5,295.25,29.48,0.0,700.0,23.2599,77.4126
2019-09-28 16:00:00,2.75,23.75,7.45,15.28,14.17,27.4,6.83,0.64,35.9,84.0,1.28,232.75,41.75,26.1,0.0,700.75,23.2599,77.4126
2019-09-28 17:00:00,3.25,20.0,10.68,20.6,19.65,27.55,6.88,1.06,25.35,89.5,0.95,225.0,30.0,25.15,0.05,701.0,23.2599,77.4126
2019-09-28 18:00:00,6.75,21.0,7.35,18.2,15.67,35.73,7.12,0.97,30.88,89.5,1.4,209.75,27.0,24.58,0.0,701.75,23.2599,77.4126
2019-09-28 19:00:00,7.25,42.0,6.15,17.88,14.47,41.45,7.28,0.94,29.3,90.75,1.05,209.25,26.0,24.35,0.05,702.5,23.2599,77.4126
2019-09-28 20:00:00,10.25,63.0,6.42,17.07,14.3,45.33,7.47,0.96,30.35,91.0,0.82,203.0,28.0,24.2,0.05,703.0,23.2599,77.4126
2019-09-28 21:00:00,6.75,16.5,8.42,19.68,17.27,47.12,7.28,1.09,25.0,91.0,0.75,221.5,27.5,24.17,0.05,704.0,23.2599,77.4126
2019-09-28 22:00:00,3.75,12.0,11.3,19.4,19.5,48.42,7.85,1.19,24.83,91.75,0.73,222.75,26.5,24.1,0.05,704.0,23.2599,77.4126
2019-09-28 23:00:00,5.5,11.75,8.75,15.72,15.47,54.32,7.77,0.97,26.6,92.0,0.62,243.75,26.25,24.1,0.0,704.0,23.2599,77.4126
2019-09-29 00:00:00,3.5,11.0,7.9,13.43,13.58,56.85,6.12,0.3,27.7,91.5,0.75,243.25,26.75,24.13,0.0,704.0,23.2599,77.4126
2019-09-29 01:00:00,2.5,12.5,7.7,11.32,12.33,57.92,5.3,0.28,30.57,90.75,1.0,225.25,28.5,24.23,0.0,703.0,23.2599,77.4126
2019-09-29 02:00:00,4.25,15.75,7.68,10.07,11.6,58.05,5.93,0.28,31.78,90.25,1.12,211.5,26.0,24.2,0.0,703.0,23.2599,77.4126
2019-09-29 03:00:00,5.0,11.25,7.3,10.35,11.45,57.08,6.22,0.3,31.75,90.0,1.12,217.75,26.25,24.2,0.0,702.0,23.2599,77.4126
2019-09-29 04:00:00,5.0,11.0,7.37,11.2,11.95,56.58,5.8,0.32,30.98,90.0,0.85,221.25,26.0,24.23,0.0,702.5,23.2599,77.4126
2019-09-29 05:00:00,5.25,18.25,7.35,10.92,11.82,57.02,6.05,0.34,32.85,90.0,0.82,225.5,25.0,24.12,0.0,703.0,23.2599,77.4126
2019-09-29 06:00:00,6.25,23.5,7.75,12.75,13.08,57.78,5.8,0.4,33.17,91.0,0.82,225.25,25.75,24.13,0.0,703.25,23.2599,77.4126
2019-09-29 07:00:00,8.0,28.5,8.28,14.28,14.33,57.1,6.25,0.44,36.0,89.0,1.0,222.75,112.5,24.6,0.0,704.0,23.2599,77.4126
2019-09-29 08:00:00,11.0,31.25,8.6,13.1,13.98,56.85,6.73,0.46,33.23,84.75,1.1,239.25,312.5,25.52,0.0,704.75,23.2599,77.4126
2019-09-29 09:00:00,11.5,34.5,8.57,13.1,13.93,55.25,5.6,0.52,31.7,81.0,1.08,228.0,355.25,26.25,0.0,705.25,23.2599,77.4126
2019-09-29 10:00:00,12.5,31.25,8.88,13.77,14.52,54.32,5.65,0.58,31.5,78.0,1.05,214.5,422.5,27.1,0.0,706.0,23.2599,77.4126
2019-09-29 11:00:00,10.25,31.25,10.68,15.3,16.82,50.83,5.8,0.66,35.25,70.0,1.48,215.75,476.75,29.02,0.0,705.0,23.2599,77.4126
2019-09-29 12:00:00,7.75,45.75,9.65,14.85,15.75,49.0,6.15,0.61,37.2,68.0,1.38,215.0,405.0,29.45,0.0,704.0,23.2599,77.4126
2019-09-29 13:00:00,7.0,44.25,10.55,15.48,16.77,46.75,5.97,0.67,35.5,66.25,1.35,206.0,481.5,30.05,0.0,703.0,23.2599,77.4126
2019-09-29 14:00:00,6.25,51.75,10.42,16.3,17.15,45.1,6.05,0.72,35.25,61.75,1.4,228.25,467.5,31.1,0.0,702.25,23.2599,77.4126
2019-09-29 15:00:00,3.67,50.5,10.05,14.68,15.95,44.75,5.85,0.65,37.42,59.0,1.37,220.5,475.25,31.5,0.0,702.0,23.2599,77.4126
2019-09-29 16:00:00,3.0,39.0,8.73,15.67,15.45,44.53,5.8,0.68,37.53,64.5,1.05,204.75,260.5,29.95,0.0,702.0,23.2599,77.4126
2019-09-29 17:00:00,3.5,36.25,8.5,20.32,17.72,44.77,4.93,0.8,31.12,83.25,1.1,198.5,27.25,26.02,0.23,702.75,23.2599,77.4126
2019-09-29 18:00:00,5.5,34.25,15.2,24.68,25.53,42.35,5.3,0.76,20.48,90.25,0.68,185.25,26.25,24.3,0.62,703.0,23.2599,77.4126
2019-09-29 19:00:00,8.75,26.5,14.65,29.38,27.55,46.0,5.65,1.29,13.12,90.75,0.5,191.5,29.0,24.5,0.0,704.0,23.2599,77.4126
2019-09-29 20:00:00,13.5,25.25,17.85,29.6,30.28,47.65,6.0,1.35,12.95,89.75,0.57,218.25,29.75,24.65,0.05,704.0,23.2599,77.4126
2019-09-29 21:00:00,12.0,19.0,17.55,33.47,32.05,49.58,6.05,1.39,9.0,89.25,0.5,215.5,30.0,24.48,0.0,704.0,23.2599,77.4126
2019-09-29 22:00:00,12.0,24.0,15.03,31.2,28.8,55.45,5.15,1.21,9.75,90.5,0.55,188.0,28.75,24.4,0.0,704.0,23.2599,77.4126
2019-09-29 23:00:00,10.5,20.75,11.18,20.77,20.12,63.0,4.87,0.89,20.48,89.25,0.92,201.0,30.0,24.67,0.0,704.0,23.2599,77.4126
2019-09-30 00:00:00,5.0,17.25,9.45,13.38,14.8,65.45,7.12,0.27,25.55,88.5,0.9,217.25,28.25,24.55,0.0,704.0,23.2599,77.4126
2019-09-30 01:00:00,2.25,12.0,9.4,12.65,14.38,64.47,8.53,0.21,23.28,89.75,0.55,244.25,27.75,24.1,0.0,703.5,23.2599,77.4126
2019-09-30 02:00:00,3.0,16.25,9.27,12.88,14.38,65.03,8.45,0.26,26.27,89.0,0.67,202.75,29.0,23.9,0.0,703.0,23.2599,77.4126
2019-09-30 03:00:00,2.75,10.5,9.12,12.52,14.05,65.42,8.62,0.24,25.65,89.75,0.5,185.0,28.75,23.75,0.0,702.5,23.2599,77.4126
2019-09-30 04:00:00,2.0,10.5,9.45,11.6,13.88,65.97,8.53,0.24,28.62,89.25,0.6,235.75,24.75,23.82,0.0,702.0,23.2599,77.4126
2019-09-30 05:00:00,2.0,15.25,9.25,12.15,14.0,64.97,8.53,0.27,33.5,87.25,0.85,224.5,27.25,23.85,0.0,702.75,23.2599,77.4126
2019-09-30 06:00:00,4.25,19.25,9.15,14.38,15.05,62.42,8.43,0.44,30.6,87.75,0.9,222.75,28.25,23.9,0.0,703.0,23.2599,77.4126
2019-09-30 07:00:00,10.75,26.25,10.25,14.38,15.98,60.15,9.12,0.4,29.08,85.25,1.1,201.75,53.25,24.85,0.0,703.5,23.2599,77.4126
2019-09-30 08:00:00,9.25,19.0,11.05,13.65,16.27,57.67,9.25,0.4,29.98,79.5,1.27,201.75,275.0,26.48,0.0,704.0,23.2599,77.4126
2019-09-30 09:00:00,6.25,22.5,10.65,14.9,16.58,55.02,8.97,0.41,34.22,68.75,1.23,211.0,508.75,28.82,0.0,705.0,23.2599,77.4126
2019-09-30 10:00:00,3.25,27.5,14.38,20.48,22.57,45.88,9.32,0.51,30.9,63.0,1.18,238.5,495.25,30.08,0.0,705.0,23.2599,77.4126
2019-09-30 11:00:00,1.25,37.75,21.45,24.15,30.33,30.05,9.62,0.51,32.1,61.5,1.15,230.75,442.0,30.3,0.0,704.75,23.2599,77.4126
2019-09-30 12:00:00,2.5,40.5,17.92,22.95,26.77,28.8,8.88,0.5,36.05,59.25,1.08,204.25,391.25,31.03,0.0,703.5,23.2599,77.4126
2019-09-30 13:00:00,4.25,44.25,13.7,22.38,23.02,30.65,8.95,0.53,33.25,75.5,0.75,193.5,337.5,28.38,0.62,703.0,23.2599,77.4126
2019-09-30 14:00:00,4.75,25.75,31.15,31.9,42.33,22.6,10.85,0.65,25.05,74.0,0.78,197.75,363.0,28.02,0.05,701.75,23.2599,77.4126
